Altitude,Speed,Radar_Cross_Section,Acoustic_Signature,Thermal_Signature,RF_Signal_Strength,Target_Type
478.57,30.4,0.26,42.99,50.92,23.2,Single Drone
787.96,30.73,0.31,62.7,51.02,21.28,Single Drone
375.28,37.72,0.28,65.87,62.44,41.01,Single Drone
227.26,36.63,0.23,41.04,47.11,28.8,Single Drone
973.84,22.28,0.3,65.0,52.4,59.32,Single Drone
103.5,17.14,0.02,24.83,41.88,0.0,Bird
757.88,39.0,5.13,93.21,91.69,72.39,Drone Swarm
954.02,38.42,3.46,76.57,95.01,96.11,Drone Swarm
466.42,13.49,4.73,104.03,83.98,99.97,Drone Swarm
571.06,22.06,3.91,77.94,76.85,89.29,Drone Swarm
126.23,20.79,0.01,20.36,41.91,0.0,Bird
301.91,43.04,0.32,66.87,50.06,51.47,Single Drone
81.11,18.45,0.04,14.23,38.12,0.0,Bird
68.97,46.38,0.15,57.23,51.64,52.56,Single Drone
851.17,22.78,3.89,102.1,75.08,72.52,Drone Swarm
783.08,23.07,4.59,103.36,83.57,98.67,Drone Swarm
36.76,16.65,0.01,26.47,40.23,0.0,Bird
921.65,41.91,3.56,107.35,71.22,74.41,Drone Swarm
394.07,37.9,4.98,85.62,86.82,70.87,Drone Swarm
96.83,17.97,0.29,44.01,54.36,57.52,Single Drone
983.8,26.1,0.15,52.22,53.86,26.88,Single Drone
947.59,33.95,3.75,102.16,75.14,79.69,Drone Swarm
650.14,41.22,0.37,49.48,49.29,21.4,Single Drone
455.34,33.32,3.06,107.59,70.29,91.63,Drone Swarm
148.63,17.27,0.01,18.16,37.65,0.0,Bird
285.25,44.93,0.26,56.15,51.02,27.83,Single Drone
53.92,25.42,1.68,107.75,74.64,78.35,Drone Swarm
329.22,29.3,0.16,47.44,50.82,47.79,Single Drone
147.23,13.75,0.02,21.33,38.54,0.0,Bird
185.27,5.24,0.02,21.36,40.17,0.0,Bird
718.11,23.28,0.36,61.21,45.95,20.14,Single Drone
123.6,24.96,0.04,23.14,40.9,0.0,Bird
770.53,32.16,3.1,98.09,74.09,112.88,Drone Swarm
97.67,27.28,0.21,40.54,61.41,23.95,Single Drone
842.74,39.78,0.38,45.32,49.39,29.81,Single Drone
443.49,17.3,5.75,109.39,76.24,78.15,Drone Swarm
840.44,30.86,2.59,101.48,85.12,99.23,Drone Swarm
386.82,39.82,0.4,64.85,49.3,37.72,Single Drone
602.97,34.27,0.12,60.08,63.3,58.68,Single Drone
163.54,15.74,0.05,11.83,37.45,0.0,Bird
739.67,18.3,3.28,85.16,74.23,91.95,Drone Swarm
92.62,14.93,0.03,19.0,40.0,0.0,Bird
111.86,14.58,0.04,26.05,39.57,0.0,Bird
102.86,28.12,5.28,91.38,85.01,96.14,Drone Swarm
458.83,20.13,0.18,41.19,56.59,50.38,Single Drone
417.86,18.37,0.47,57.32,58.57,28.06,Single Drone
732.11,49.63,0.21,63.64,52.56,22.05,Single Drone
38.86,19.35,0.04,13.93,40.65,0.0,Bird
75.0,12.52,0.03,13.29,40.53,0.0,Bird
109.7,16.36,0.05,18.09,41.48,0.0,Bird
232.42,27.1,0.36,41.23,64.52,29.0,Single Drone
639.22,29.37,0.2,65.76,59.32,47.08,Single Drone
369.55,37.22,4.89,76.4,78.81,104.87,Drone Swarm
16.83,15.35,0.02,11.51,39.98,0.0,Bird
507.61,24.42,4.26,99.47,95.03,87.42,Drone Swarm
76.67,17.78,0.02,27.29,37.9,0.0,Bird
467.58,28.67,0.18,65.93,51.75,39.65,Single Drone
696.24,45.3,0.47,47.37,55.23,28.9,Single Drone
64.17,21.35,0.02,18.98,40.49,0.0,Bird
42.4,16.93,0.03,18.37,38.35,0.0,Bird
950.95,35.81,0.26,56.63,55.83,42.63,Single Drone
22.63,11.07,0.04,28.71,38.02,0.0,Bird
136.36,9.41,0.04,26.7,37.26,0.0,Bird
541.41,21.67,0.1,42.51,54.03,54.36,Single Drone
744.17,26.44,1.51,77.28,90.74,112.24,Drone Swarm
145.31,18.87,0.04,14.59,40.19,0.0,Bird
165.63,19.59,0.04,27.41,40.85,0.0,Bird
190.56,20.19,0.38,51.29,64.2,56.62,Single Drone
992.4,37.71,4.33,97.03,75.99,118.46,Drone Swarm
951.22,42.48,4.6,107.07,76.58,81.1,Drone Swarm
115.33,8.64,0.04,26.06,37.11,0.0,Bird
143.78,12.07,0.04,16.13,40.6,0.0,Bird
58.63,19.87,0.32,65.58,52.52,54.48,Single Drone
173.8,33.84,0.46,65.97,47.77,47.75,Single Drone
780.31,40.38,0.36,68.52,52.98,48.65,Single Drone
307.62,17.36,3.81,78.86,92.79,114.25,Drone Swarm
99.96,14.25,0.01,21.58,37.24,0.0,Bird
384.86,17.13,0.42,57.52,49.5,42.77,Single Drone
105.51,18.17,0.02,23.33,39.01,0.0,Bird
433.35,15.26,3.1,91.02,72.3,89.18,Drone Swarm
119.12,17.49,1.67,96.37,96.49,105.41,Drone Swarm
144.52,13.28,0.2,54.84,61.22,40.48,Single Drone
105.42,22.74,0.03,24.3,40.82,0.0,Bird
146.62,8.69,0.04,16.13,41.84,0.0,Bird
510.77,16.75,0.35,61.98,53.46,45.42,Single Drone
688.48,20.36,4.46,109.49,94.84,81.22,Drone Swarm
641.81,12.09,0.5,58.8,52.83,36.47,Single Drone
55.99,20.05,0.02,22.99,37.06,0.0,Bird
39.04,22.03,0.02,18.76,40.55,0.0,Bird
197.44,15.31,0.05,20.03,40.02,0.0,Bird
861.82,44.9,0.43,42.87,59.5,27.05,Single Drone
211.39,21.33,1.7,81.4,81.81,106.59,Drone Swarm
406.87,26.38,3.6,92.32,71.71,94.04,Drone Swarm
141.28,20.6,0.02,23.28,39.91,0.0,Bird
895.21,20.17,4.16,91.65,91.87,113.57,Drone Swarm
513.51,20.62,0.12,46.43,56.1,57.29,Single Drone
552.27,12.67,0.24,56.12,46.49,36.51,Single Drone
260.51,43.65,3.7,87.7,98.06,73.11,Drone Swarm
731.79,36.01,0.15,51.32,54.53,32.86,Single Drone
96.65,23.89,0.03,11.13,40.37,0.0,Bird
967.21,20.06,5.13,83.92,73.4,104.09,Drone Swarm
150.07,30.88,2.05,108.98,77.04,73.53,Drone Swarm
310.15,29.18,4.44,79.23,80.27,73.82,Drone Swarm
253.35,23.4,1.92,99.67,81.76,102.81,Drone Swarm
39.67,15.84,0.03,18.38,40.21,0.0,Bird
165.54,10.38,2.05,89.81,72.15,113.13,Drone Swarm
32.37,14.97,0.05,13.42,40.81,0.0,Bird
930.82,39.26,2.81,88.4,91.23,94.08,Drone Swarm
945.83,33.43,0.36,59.45,59.67,43.03,Single Drone
130.67,11.92,0.04,15.42,41.0,0.0,Bird
202.37,43.48,5.08,87.66,81.37,87.54,Drone Swarm
354.73,42.42,3.95,92.25,70.16,110.1,Drone Swarm
291.9,39.79,3.5,89.32,84.16,110.49,Drone Swarm
787.98,26.12,0.44,57.81,53.9,53.38,Single Drone
162.66,11.5,0.03,27.58,39.79,0.0,Bird
558.06,26.2,0.14,47.86,58.23,40.97,Single Drone
358.51,31.99,4.17,78.24,85.88,100.08,Drone Swarm
372.59,17.05,3.0,107.64,84.36,80.74,Drone Swarm
843.48,38.2,5.98,80.38,94.54,105.51,Drone Swarm
80.33,21.9,0.05,23.93,39.27,0.0,Bird
909.68,31.96,3.04,101.17,94.22,98.6,Drone Swarm
655.44,17.89,0.48,59.51,54.51,21.03,Single Drone
13.49,10.4,0.04,18.34,41.55,0.0,Bird
663.63,12.91,0.44,45.64,61.71,29.73,Single Drone
153.52,38.07,2.19,91.87,98.27,104.93,Drone Swarm
14.82,15.95,0.03,24.18,37.62,0.0,Bird
956.93,23.89,0.2,49.9,51.83,40.96,Single Drone
877.35,22.54,2.33,84.3,96.38,116.24,Drone Swarm
555.71,20.4,5.59,83.73,82.57,109.93,Drone Swarm
132.62,31.52,0.48,64.09,53.82,23.56,Single Drone
117.62,11.69,0.05,21.77,41.79,0.0,Bird
718.83,46.27,0.45,68.35,62.19,52.58,Single Drone
77.66,17.01,0.03,20.2,39.56,0.0,Bird
419.92,47.9,0.21,58.28,51.07,37.32,Single Drone
61.74,21.1,0.02,20.93,38.76,0.0,Bird
29.15,24.43,0.04,14.37,38.01,0.0,Bird
84.53,18.35,0.02,21.49,38.28,0.0,Bird
857.63,26.53,0.46,42.39,46.21,46.73,Single Drone
436.44,10.78,0.3,54.46,62.26,31.22,Single Drone
933.66,13.63,0.34,46.9,55.35,49.44,Single Drone
112.11,17.88,0.02,14.18,39.72,0.0,Bird
30.25,14.16,0.04,14.49,40.32,0.0,Bird
271.32,30.4,1.9,78.8,75.93,119.96,Drone Swarm
694.54,44.06,1.86,106.12,92.8,78.14,Drone Swarm
310.5,26.42,0.38,53.47,58.45,22.97,Single Drone
899.81,36.48,2.42,91.19,76.19,103.33,Drone Swarm
784.64,13.97,4.53,78.42,75.68,92.01,Drone Swarm
766.11,37.61,5.81,109.51,71.72,84.85,Drone Swarm
184.96,5.42,0.02,22.28,39.56,0.0,Bird
967.18,25.94,0.27,44.22,45.3,52.77,Single Drone
626.96,38.86,0.21,45.97,61.46,26.11,Single Drone
146.81,10.09,0.03,23.14,38.21,0.0,Bird
702.34,26.32,0.36,43.03,63.66,20.61,Single Drone
318.42,34.72,0.2,43.93,49.19,42.11,Single Drone
568.21,18.06,1.53,76.82,90.53,117.55,Drone Swarm
428.14,40.87,2.89,89.54,71.05,115.06,Drone Swarm
226.49,31.43,0.47,68.81,45.82,56.15,Single Drone
600.12,43.93,3.03,75.77,92.38,115.53,Drone Swarm
653.56,30.07,0.18,46.64,46.05,33.31,Single Drone
633.77,37.92,0.41,43.7,61.7,43.08,Single Drone
968.4,45.3,0.38,67.95,50.88,31.15,Single Drone
723.15,49.01,0.26,43.82,58.57,58.19,Single Drone
383.59,13.66,2.26,101.36,77.82,103.63,Drone Swarm
797.61,14.7,3.5,77.52,82.22,85.82,Drone Swarm
904.77,32.35,3.4,109.82,88.31,110.26,Drone Swarm
165.42,6.74,0.04,23.46,40.4,0.0,Bird
804.82,18.56,3.1,88.69,89.18,99.77,Drone Swarm
585.04,13.99,4.44,99.67,93.12,80.29,Drone Swarm
55.25,9.93,0.03,22.71,40.42,0.0,Bird
452.51,17.92,1.59,81.83,95.99,103.74,Drone Swarm
294.75,49.2,0.29,40.98,62.28,57.1,Single Drone
855.17,12.92,0.1,47.72,56.56,45.75,Single Drone
132.06,22.47,0.01,11.54,40.03,0.0,Bird
373.0,34.52,0.41,67.68,53.72,44.29,Single Drone
740.67,10.4,0.3,67.96,61.09,29.79,Single Drone
42.47,17.82,0.01,25.46,41.71,0.0,Bird
75.92,24.37,0.01,19.64,37.84,0.0,Bird
323.54,17.88,2.13,104.24,75.31,114.85,Drone Swarm
906.57,12.39,3.77,103.46,84.65,119.76,Drone Swarm
592.21,35.69,1.68,81.68,90.47,85.83,Drone Swarm
148.36,7.67,0.03,26.35,39.75,0.0,Bird
440.19,16.98,0.32,57.71,54.08,38.95,Single Drone
695.17,33.19,2.47,104.78,71.88,118.18,Drone Swarm
96.55,27.99,0.11,58.13,45.43,30.62,Single Drone
192.86,21.49,0.04,17.42,38.71,0.0,Bird
151.83,18.61,0.02,10.04,39.49,0.0,Bird
80.51,18.57,4.12,86.92,89.16,73.42,Drone Swarm
97.07,17.46,0.02,23.85,40.82,0.0,Bird
792.66,25.6,3.62,79.8,90.85,81.47,Drone Swarm
127.01,13.51,0.04,24.33,38.77,0.0,Bird
208.69,14.34,5.19,89.21,77.09,91.73,Drone Swarm
65.51,23.49,0.05,23.71,40.36,0.0,Bird
123.17,6.23,0.03,24.32,39.29,0.0,Bird
735.76,12.99,5.54,85.52,93.16,87.45,Drone Swarm
13.91,9.42,0.01,20.98,37.17,0.0,Bird
929.27,13.93,1.85,100.69,74.54,118.35,Drone Swarm
806.57,46.16,0.16,68.31,47.38,40.27,Single Drone
126.18,18.6,0.02,24.78,38.49,0.0,Bird
652.35,29.1,3.71,87.36,75.43,80.77,Drone Swarm
156.48,9.61,0.02,13.77,38.66,0.0,Bird
107.04,10.2,0.03,26.77,37.01,0.0,Bird
649.97,19.19,0.33,50.95,45.46,40.58,Single Drone
428.71,44.27,5.28,90.32,79.3,115.01,Drone Swarm
285.87,27.08,0.34,45.14,49.55,28.36,Single Drone
70.11,13.61,5.38,88.66,71.66,87.43,Drone Swarm
470.56,22.13,0.49,60.86,45.1,58.78,Single Drone
964.6,15.4,0.29,44.67,57.83,37.84,Single Drone
81.53,17.95,0.01,11.7,39.61,0.0,Bird
58.19,21.01,0.19,41.93,56.21,25.38,Single Drone
366.09,24.58,0.14,52.67,55.82,53.21,Single Drone
124.1,6.77,0.04,10.47,38.98,0.0,Bird
352.14,12.08,0.46,48.7,62.78,20.82,Single Drone
152.95,23.68,0.03,10.29,37.89,0.0,Bird
179.96,17.39,0.04,25.67,39.99,0.0,Bird
170.7,29.94,2.35,107.58,81.8,109.47,Drone Swarm
115.23,20.25,0.04,20.72,38.79,0.0,Bird
947.93,29.02,4.53,101.89,94.22,97.4,Drone Swarm
978.12,31.19,3.39,95.52,78.69,92.54,Drone Swarm
699.26,37.08,0.2,47.91,52.87,58.2,Single Drone
678.07,44.71,2.35,84.7,95.73,94.89,Drone Swarm
347.19,42.96,0.12,48.46,58.8,54.12,Single Drone
660.64,46.8,0.31,68.11,56.99,32.22,Single Drone
760.14,15.21,0.24,64.32,60.65,23.97,Single Drone
987.46,26.37,5.46,104.25,99.39,97.46,Drone Swarm
801.75,17.96,0.49,43.49,46.33,35.63,Single Drone
162.54,9.11,0.05,17.02,38.42,0.0,Bird
776.89,46.46,0.28,69.33,63.93,47.95,Single Drone
647.31,30.47,4.28,79.34,96.23,80.69,Drone Swarm
484.04,38.8,0.17,67.4,48.99,59.37,Single Drone
365.31,22.99,4.39,88.45,89.54,70.8,Drone Swarm
824.05,42.1,4.57,94.12,74.3,86.28,Drone Swarm
515.3,14.23,0.39,61.23,52.94,29.29,Single Drone
810.78,15.98,0.23,49.33,48.68,52.77,Single Drone
184.97,18.39,0.01,11.74,38.58,0.0,Bird
185.67,35.91,0.28,65.73,57.97,48.22,Single Drone
732.33,13.99,2.64,89.69,92.5,96.97,Drone Swarm
275.81,16.03,5.89,108.92,75.09,72.16,Drone Swarm
294.29,35.44,0.2,56.69,48.51,37.35,Single Drone
174.99,39.73,4.89,80.25,73.47,74.16,Drone Swarm
52.2,14.92,0.01,26.46,38.09,0.0,Bird
24.07,18.59,0.03,12.12,38.38,0.0,Bird
671.89,32.76,5.99,98.54,72.52,101.24,Drone Swarm
119.15,18.84,0.03,17.45,38.1,0.0,Bird
533.51,21.1,0.13,51.87,56.11,48.37,Single Drone
961.76,47.26,0.38,54.11,64.46,35.0,Single Drone
485.16,27.19,5.87,103.48,97.01,81.81,Drone Swarm
376.26,23.77,3.89,76.4,95.61,118.31,Drone Swarm
460.22,47.42,0.14,51.91,46.0,40.13,Single Drone
774.24,23.08,0.27,43.73,54.63,42.27,Single Drone
600.84,11.17,0.48,54.85,59.51,27.63,Single Drone
834.33,43.54,3.31,102.1,83.78,96.05,Drone Swarm
732.11,40.78,3.45,76.06,73.26,102.67,Drone Swarm
70.61,22.41,0.02,25.56,39.42,0.0,Bird
259.45,44.06,0.26,56.61,48.37,53.69,Single Drone
32.05,24.93,0.04,13.9,40.22,0.0,Bird
731.97,37.25,3.49,104.95,85.51,90.59,Drone Swarm
642.26,18.16,5.59,77.17,77.71,95.02,Drone Swarm
87.81,30.93,0.23,53.55,58.07,36.15,Single Drone
769.89,20.6,0.38,45.15,63.76,23.77,Single Drone
206.5,23.14,1.66,97.06,77.74,75.34,Drone Swarm
885.42,11.88,0.17,67.88,58.23,32.8,Single Drone
337.49,24.39,2.96,103.99,94.97,109.34,Drone Swarm
955.52,40.14,1.96,97.9,94.26,74.57,Drone Swarm
136.76,36.04,0.38,45.39,61.87,25.68,Single Drone
114.35,9.94,0.05,20.97,39.9,0.0,Bird
232.87,39.02,0.28,44.83,48.81,26.91,Single Drone
443.89,44.94,4.09,92.38,79.34,112.88,Drone Swarm
767.23,43.33,5.08,101.97,70.51,88.13,Drone Swarm
348.45,12.53,0.31,46.43,48.2,27.26,Single Drone
68.67,36.92,0.46,65.91,45.24,32.44,Single Drone
126.85,10.38,0.04,14.09,37.58,0.0,Bird
809.3,28.8,1.59,78.3,81.44,95.76,Drone Swarm
786.55,17.24,5.22,79.72,82.45,89.53,Drone Swarm
45.54,20.3,0.03,10.38,41.88,0.0,Bird
15.04,5.1,0.04,17.58,39.42,0.0,Bird
191.92,36.22,1.68,98.01,79.13,105.13,Drone Swarm
79.09,14.61,0.02,20.43,40.33,0.0,Bird
683.09,46.43,0.15,64.88,49.24,39.81,Single Drone
393.46,37.04,0.32,51.74,60.42,54.07,Single Drone
663.99,45.25,0.4,48.06,46.03,34.17,Single Drone
57.55,6.21,0.03,25.46,39.58,0.0,Bird
151.63,12.2,0.01,13.41,41.25,0.0,Bird
904.98,31.28,1.52,77.12,78.21,102.04,Drone Swarm
270.31,14.91,4.07,96.99,71.52,117.94,Drone Swarm
153.48,21.8,0.01,11.65,41.66,0.0,Bird
186.64,9.48,0.02,24.28,37.35,0.0,Bird
199.95,17.21,0.04,25.97,37.99,0.0,Bird
60.39,13.39,0.01,13.31,39.92,0.0,Bird
150.81,7.02,0.03,13.71,39.09,0.0,Bird
57.37,19.36,2.68,94.13,95.93,92.2,Drone Swarm
312.27,43.86,2.15,81.43,96.22,86.23,Drone Swarm
110.89,30.61,0.18,65.87,50.81,38.88,Single Drone
76.25,16.81,5.82,80.33,84.64,116.87,Drone Swarm
977.63,11.64,0.19,68.7,58.26,20.81,Single Drone
520.73,19.06,4.7,75.42,73.58,72.78,Drone Swarm
26.22,7.43,0.04,29.42,41.74,0.0,Bird
130.29,17.42,0.03,16.53,40.65,0.0,Bird
303.45,42.46,0.25,69.87,61.26,26.47,Single Drone
36.01,13.8,0.03,23.23,40.12,0.0,Bird
89.91,30.19,5.4,84.66,94.96,104.82,Drone Swarm
136.79,37.98,0.4,60.6,52.71,40.99,Single Drone
45.45,22.55,0.03,10.27,39.03,0.0,Bird
179.2,20.11,0.02,13.09,40.71,0.0,Bird
250.22,30.12,0.44,67.51,50.72,22.63,Single Drone
123.75,19.64,0.02,22.5,37.77,0.0,Bird
144.3,24.75,0.05,21.95,40.41,0.0,Bird
413.69,27.98,0.4,65.64,50.39,45.86,Single Drone
175.03,13.14,0.01,23.36,37.79,0.0,Bird
39.64,18.18,0.04,26.66,38.34,0.0,Bird
807.91,16.67,0.37,46.48,54.78,26.4,Single Drone
36.62,13.25,0.02,26.11,38.69,0.0,Bird
179.49,24.68,0.02,12.11,39.33,0.0,Bird
361.49,32.91,0.41,45.09,52.85,29.2,Single Drone
183.82,20.42,0.03,20.82,40.78,0.0,Bird
773.28,23.62,5.34,94.91,98.91,101.75,Drone Swarm
635.79,16.19,0.39,68.88,63.18,42.14,Single Drone
412.5,28.07,4.79,83.09,91.73,94.52,Drone Swarm
657.01,10.99,0.33,53.32,62.82,43.3,Single Drone
617.8,14.67,0.37,52.24,60.48,28.31,Single Drone
683.21,28.99,2.68,90.56,89.38,94.72,Drone Swarm
595.56,39.26,3.5,80.11,86.33,101.38,Drone Swarm
387.57,22.13,5.44,93.85,94.53,77.89,Drone Swarm
831.52,11.24,0.44,57.63,61.32,47.14,Single Drone
416.43,41.16,3.4,99.8,86.58,96.16,Drone Swarm
954.65,27.44,0.16,56.63,48.72,37.93,Single Drone
939.37,16.39,0.14,60.14,47.94,36.31,Single Drone
558.77,27.73,0.47,46.03,47.78,48.97,Single Drone
667.08,42.2,0.12,60.23,51.92,44.5,Single Drone
80.39,16.25,0.03,14.36,37.73,0.0,Bird
954.0,20.99,4.36,90.33,70.37,82.18,Drone Swarm
310.93,18.71,0.33,68.16,48.58,25.51,Single Drone
65.05,21.32,0.02,22.75,39.82,0.0,Bird
430.86,12.24,4.57,104.23,72.32,95.52,Drone Swarm
780.61,15.69,0.2,45.84,50.71,38.31,Single Drone
127.13,36.68,2.32,102.07,94.52,111.89,Drone Swarm
119.61,9.26,0.05,14.91,38.79,0.0,Bird
36.78,9.78,0.02,10.3,37.63,0.0,Bird
996.9,37.9,2.61,91.51,71.33,118.68,Drone Swarm
399.85,15.22,2.31,87.16,88.43,118.23,Drone Swarm
246.41,42.94,1.83,92.13,78.52,116.6,Drone Swarm
171.43,8.62,0.04,15.13,39.13,0.0,Bird
91.15,16.02,0.04,22.13,40.38,0.0,Bird
694.93,13.97,3.35,91.35,70.87,72.85,Drone Swarm
869.81,26.01,0.23,52.39,60.42,57.41,Single Drone
207.26,35.86,5.01,77.57,91.67,89.11,Drone Swarm
97.37,39.95,0.47,49.86,54.71,57.5,Single Drone
645.78,44.65,3.12,83.52,81.07,78.48,Drone Swarm
773.06,17.92,2.57,82.34,80.3,119.34,Drone Swarm
554.55,40.64,4.31,97.13,85.69,78.8,Drone Swarm
121.02,11.49,0.03,21.66,38.05,0.0,Bird
169.8,19.57,0.4,51.14,55.39,35.29,Single Drone
344.09,20.3,3.18,81.5,79.15,100.91,Drone Swarm
221.28,27.02,3.06,85.77,84.73,77.99,Drone Swarm
610.74,12.51,3.05,76.02,77.52,114.8,Drone Swarm
76.72,27.19,0.23,68.43,60.88,28.56,Single Drone
155.09,12.83,0.03,23.42,40.8,0.0,Bird
75.28,45.94,0.31,53.2,60.65,55.66,Single Drone
295.96,44.99,0.12,64.79,56.29,56.49,Single Drone
337.64,34.93,0.37,50.6,51.96,20.21,Single Drone
13.75,17.73,0.02,29.16,41.0,0.0,Bird
947.47,39.79,0.19,53.87,49.23,51.45,Single Drone
776.61,16.85,5.03,90.45,99.78,86.24,Drone Swarm
188.88,19.66,0.03,28.78,38.13,0.0,Bird
736.34,42.31,1.6,100.52,78.2,96.41,Drone Swarm
107.7,21.89,0.05,22.83,37.78,0.0,Bird
179.32,13.08,0.04,23.99,38.78,0.0,Bird
99.05,10.14,0.02,12.95,39.15,0.0,Bird
169.95,6.25,0.02,28.57,37.0,0.0,Bird
185.16,12.01,0.04,29.37,37.08,0.0,Bird
61.16,24.85,0.05,15.83,40.76,0.0,Bird
112.72,6.04,0.03,21.18,40.78,0.0,Bird
81.72,40.32,2.53,92.99,90.43,80.06,Drone Swarm
207.88,20.23,0.22,55.29,50.81,44.95,Single Drone
412.05,17.54,5.32,81.46,70.78,95.74,Drone Swarm
127.47,8.51,0.03,14.99,41.73,0.0,Bird
379.05,27.85,4.14,104.65,92.32,108.09,Drone Swarm
988.72,43.07,0.33,50.07,53.36,36.38,Single Drone
543.35,47.45,0.29,44.16,55.33,59.41,Single Drone
172.54,8.99,0.03,28.16,40.0,0.0,Bird
108.81,5.49,0.04,16.93,39.82,0.0,Bird
87.97,12.92,0.04,24.47,41.83,0.0,Bird
457.69,24.26,0.4,54.58,49.09,59.14,Single Drone
436.1,41.33,0.47,68.53,59.68,45.0,Single Drone
331.44,39.15,3.2,86.29,95.87,89.74,Drone Swarm
892.27,24.67,0.34,55.09,62.8,43.0,Single Drone
791.66,13.46,0.27,45.21,60.37,46.05,Single Drone
598.73,38.91,0.18,69.65,60.84,44.7,Single Drone
939.67,36.42,0.27,57.14,59.99,46.3,Single Drone
170.0,7.03,0.02,12.02,39.98,0.0,Bird
697.22,20.73,0.37,49.26,53.65,24.14,Single Drone
208.75,41.34,4.58,97.09,90.58,119.93,Drone Swarm
26.85,12.1,0.02,15.57,38.85,0.0,Bird
919.34,38.59,0.42,45.44,52.27,32.87,Single Drone
54.16,39.92,2.67,90.98,84.66,107.77,Drone Swarm
83.85,22.47,0.01,15.95,38.47,0.0,Bird
158.58,23.02,2.46,109.7,71.14,79.15,Drone Swarm
180.39,22.56,0.03,10.99,41.4,0.0,Bird
154.55,17.15,0.02,17.98,39.39,0.0,Bird
56.73,9.17,0.02,26.78,37.53,0.0,Bird
920.92,24.33,0.26,60.94,61.08,31.38,Single Drone
179.1,17.36,0.02,19.03,37.81,0.0,Bird
186.67,21.65,0.49,54.87,59.37,29.69,Single Drone
119.34,16.85,0.02,23.19,37.92,0.0,Bird
26.25,20.68,0.01,26.89,41.55,0.0,Bird
745.98,29.01,0.15,59.31,47.17,27.68,Single Drone
118.6,47.14,0.15,48.88,47.49,54.82,Single Drone
491.63,22.29,2.34,97.88,74.87,71.81,Drone Swarm
38.82,14.09,0.02,12.4,39.42,0.0,Bird
679.59,23.71,5.62,105.13,77.73,82.64,Drone Swarm
111.93,42.92,5.3,87.93,94.17,91.16,Drone Swarm
16.53,11.38,0.03,12.27,39.34,0.0,Bird
708.79,44.58,5.29,103.57,79.15,117.12,Drone Swarm
125.22,14.77,0.04,23.54,37.54,0.0,Bird
716.49,48.76,0.31,45.13,49.14,25.29,Single Drone
308.92,24.24,2.42,99.48,83.98,102.27,Drone Swarm
24.16,12.09,0.02,15.02,40.37,0.0,Bird
295.39,27.39,0.32,43.38,46.78,32.16,Single Drone
239.38,41.53,4.94,76.25,76.02,117.45,Drone Swarm
629.21,44.2,3.45,99.67,88.59,71.91,Drone Swarm
143.57,14.9,0.04,24.76,38.62,0.0,Bird
187.1,19.33,0.01,20.65,37.82,0.0,Bird
737.61,19.73,1.92,78.3,73.53,112.81,Drone Swarm
475.55,33.46,4.67,97.99,95.74,115.43,Drone Swarm
179.84,7.19,0.04,18.6,39.3,0.0,Bird
125.17,7.14,0.04,26.18,39.59,0.0,Bird
865.04,13.58,0.4,66.82,58.18,30.41,Single Drone
468.33,12.85,2.81,102.22,91.49,71.79,Drone Swarm
168.71,21.36,0.05,19.82,38.94,0.0,Bird
193.09,23.42,0.03,27.41,39.92,0.0,Bird
350.63,38.69,0.44,58.58,60.32,43.2,Single Drone
934.7,39.28,3.93,75.68,91.2,109.6,Drone Swarm
197.34,18.85,0.02,26.09,37.9,0.0,Bird
860.65,47.8,0.18,41.55,62.09,24.01,Single Drone
687.22,32.7,4.77,97.27,99.98,75.2,Drone Swarm
534.94,12.11,0.33,53.94,61.19,54.9,Single Drone
930.23,29.35,5.32,84.01,97.99,117.64,Drone Swarm
71.19,25.03,2.68,97.38,91.14,118.79,Drone Swarm
25.98,7.79,0.05,24.15,37.36,0.0,Bird
402.51,30.82,1.8,97.61,85.41,81.81,Drone Swarm
186.05,17.84,0.03,19.79,38.05,0.0,Bird
422.14,22.04,5.82,101.63,85.76,84.73,Drone Swarm
466.1,30.4,1.86,95.78,91.38,115.25,Drone Swarm
354.02,33.96,0.15,53.17,56.82,57.51,Single Drone
57.21,6.96,0.04,20.63,40.77,0.0,Bird
152.62,24.4,0.04,10.78,37.49,0.0,Bird
147.27,12.37,0.03,14.68,38.58,0.0,Bird
799.25,25.79,2.17,104.85,76.3,97.58,Drone Swarm
185.91,43.7,0.28,40.34,62.41,32.0,Single Drone
143.47,14.6,0.04,21.21,37.31,0.0,Bird
31.02,14.19,0.01,20.93,37.03,0.0,Bird
557.26,31.49,1.73,91.54,74.77,111.71,Drone Swarm
166.15,19.09,0.02,21.94,40.91,0.0,Bird
109.66,21.12,0.02,12.23,37.56,0.0,Bird
172.07,17.33,0.01,22.63,41.85,0.0,Bird
420.14,37.74,3.79,106.09,85.65,108.51,Drone Swarm
664.98,13.12,0.1,65.83,52.6,56.24,Single Drone
255.38,33.46,3.22,93.81,91.35,114.71,Drone Swarm
363.07,31.9,2.26,103.02,84.1,82.39,Drone Swarm
85.61,14.74,3.41,88.34,91.08,86.2,Drone Swarm
446.58,39.67,5.27,82.18,76.64,87.79,Drone Swarm
327.98,36.18,5.42,87.5,82.84,96.88,Drone Swarm
81.49,23.89,0.01,21.86,38.67,0.0,Bird
391.69,40.65,0.23,40.46,52.2,40.96,Single Drone
167.82,6.16,0.04,16.8,39.98,0.0,Bird
